KEY ÚNICA,Sistema,Char,Status,Worker,Status,Servidor,Mainchar:,Servidor do main:
82b9ed76-6f14-4b73-95ac-db23167127d1642,invite,Foyksz,Concluido,Worker-Belaria,Processado,Belaria,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1463,invite,Ceratti Retrotrash,Concluido,Worker-Bellum,Processado,Bellum,Ceratti,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1464,invite,Beth Encrenqueira,Concluido,Worker-Bellum,Processado,Bellum,Dioclezio,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1465,invite,King Renan,Concluido,Worker-Bellum,Processado,Bellum,Draco Revenant,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1466,invite,King Renan,Concluido,Worker-Bellum,Processado,Bellum,Draco Revenant,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1467,invite,Paladino Cripitoniano,Concluido,Worker-Bellum,Processado,Bellum,drakon killer,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1644,invite,Fooykzera,Concluido,Worker-Belaria,Processado,Belaria,Foyknight,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1645,invite,Fooykzera,Concluido,Worker-Belaria,Processado,Belaria,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1470,invite,Maker do ze,Concluido,Worker-Bellum,Processado,Bellum,Drakon Kyogou,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1647,invite,Fooykzera,Concluido,Worker-Belaria,Processado,Belaria,Foyknight,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1472,invite,Delegadozoor ,Concluido,Worker-Bellum,Processado,Bellum,Drizzy el Mejor,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1473,invite,venancin ea neverlight,Concluido,Worker-Bellum,Processado,Bellum,Duvel Endless,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1649,invite,Michelin belaria,Concluido,Worker-Belaria,Processado,Belaria,Meatkezin,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1475,invite,Vulgo Dgzada,Concluido,Worker-Bellum,Processado,Bellum,Ek Pa Hora,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1476,invite,Fujiiro Nakombi,Concluido,Worker-Bellum,Processado,Bellum,Fenrir Gravebow,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1477,invite,Foyk,Concluido,Worker-Bellum,Processado,Bellum,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1478,invite,Motorista da transurb,Concluido,Worker-Bellum,Processado,Bellum,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1479,invite,Lord Marley,Concluido,Worker-Bellum,Processado,Bellum,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1650,invite,Leninha limpeza de canil,Concluido,Worker-Belaria,Processado,Belaria,Oknight asso,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1651,invite,Guds Amassa Pepexx,Concluido,Worker-Belaria,Processado,Belaria,Raafofinho,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1652,invite,Wurzzy,Concluido,Worker-Belaria,Processado,Belaria,Rapha karalevoiskky,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1483,invite,Spectrunn,Concluido,Worker-Bellum,Processado,Bellum,Gabezord ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1484,invite,Diep,Concluido,Worker-Bellum,Processado,Bellum,Gabezord ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1485,invite,Void Terrible,Concluido,Worker-Bellum,Processado,Bellum,Gabezord ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1486,invite,Fazzueli,Concluido,Worker-Bellum,Processado,Bellum,Hater,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1487,invite,Fazzueli,Concluido,Worker-Bellum,Processado,Bellum,Hater,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1488,invite,fazzueli,Concluido,Worker-Bellum,Processado,Bellum,Hater,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1653,invite,Trevis Belaria,Concluido,Worker-Belaria,Processado,Belaria,Trevis Arch,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1654,invite,Margrethe,Concluido,Worker-Belaria,Processado,Belaria,Ximira Sio,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1491,invite,Enfermero Ivan,Concluido,Worker-Bellum,Processado,Bellum,Interrogante Cyrostore,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1492,invite,Enfermero Ivan,Concluido,Worker-Bellum,Processado,Bellum,Interrogante Cyrostore,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1493,invite,Enfermero Ivan,Concluido,Worker-Bellum,Processado,Bellum,Interrogante Cyrostore,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1494,invite,Alhulhu,Concluido,Worker-Bellum,Processado,Bellum,Joaoziinhow,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1495,invite,Armaggedon,Concluido,Worker-Bellum,Processado,Bellum,Joaoziinhow,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1496,invite,Felps Tacasd,Concluido,Worker-Bellum,Processado,Bellum,Legolas Lodbrok,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1497,invite,maiithare,Concluido,Worker-Bellum,Processado,Bellum,maithare,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1498,invite,eside nococo,Concluido,Worker-Bellum,Processado,Bellum,Meatkezin,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1499,invite,zyka'les,Concluido,Worker-Bellum,Processado,Bellum,Miyukki,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1655,invite,Exura pixx,Concluido,Worker-Belaria,Processado,Belaria,Pescotapa Trembolado,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1501,invite,Thegodslayer,Concluido,Worker-Bellum,Processado,Bellum,Nigeryan Tradeoff,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1502,invite,Thegodslayer,Concluido,Worker-Bellum,Processado,Bellum,Nigeryan Tradeoff,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1503,invite,Pedala mesmo,Concluido,Worker-Bellum,Processado,Bellum,Oknight asso,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1504,invite,Mel ambe,Concluido,Worker-Bellum,Processado,Bellum,Operacoes Especiais,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1505,invite,Mel ambe,Concluido,Worker-Bellum,Processado,Bellum,Operacoes Especiais,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1506,invite,Pipz,Processando,Worker-Bellum,Processado,Bellum,Pipz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1656,invite,Exura pixx,Concluido,Worker-Belaria,Processado,Belaria,Pescotapa Trembolado,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1657,invite,Ainpara,Concluido,Worker-Belaria,Processado,Belaria,Tavin Lastchance,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1669,invite,Assassin Ice,Concluido,Worker-Belaria,Processado,Belaria,Assassin Starc,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1510,invite,Danteslayer,Concluido,Worker-Bellum,Processado,Bellum,Placenta,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1511,invite,Kina de vinte,Concluido,Worker-Bellum,Processado,Bellum,Placenta,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1512,invite,Gamernoob,Concluido,Worker-Bellum,Processado,Bellum,Placenta,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1513,invite,Kookz,Concluido,Worker-Bellum,Processado,Bellum,Queridinho Do Chefe,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1514,invite,Cigarrinho Mentoladoo,Concluido,Worker-Bellum,Processado,Bellum,Raafofinho,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1515,invite,Cigarrinho Mentoladoo,Concluido,Worker-Bellum,Processado,Bellum,Raafofinho,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1516,invite,Shinya Hiragi,Concluido,Worker-Bellum,Processado,Bellum,Shinya Hiragi,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1517,invite,Abominus,Concluido,Worker-Bellum,Processado,Bellum,Shinya Hiragi,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1518,invite,Abominuss,Concluido,Worker-Bellum,Processado,Bellum,Shinya Hiragi,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1519,invite,Borso,Concluido,Worker-Bellum,Processado,Bellum,Soul Kriver,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1520,invite,Hexlord,Concluido,Worker-Bellum,Processado,Bellum,Tavin LastChance,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1670,invite,Gabrielz Pro,Concluido,Worker-Belaria,Processado,Belaria,Balla love,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1522,invite,Trevis Bel Lum,Concluido,Worker-Bellum,Processado,Bellum,Trevis Arch,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1671,invite,Rnelchapo Belaria,Concluido,Worker-Belaria,Processado,Belaria,Rn Original,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1672,invite,Thomas reis,Concluido,Worker-Belaria,Processado,Belaria,Gambetta bombest ,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1525,invite,Educao,Concluido,Worker-Bellum,Processado,Bellum,Veriel,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1526,invite,Educao,Concluido,Worker-Bellum,Processado,Bellum,Veriel,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1527,invite,Vem Estrelaa,Concluido,Worker-Bellum,Processado,Bellum,Yapi Tadafilado,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1528,invite,Druida Trembolado,Concluido,Worker-Auroria,Processado,Auroria,Pescotapa Trembolado,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1529,invite,Masacre Nina,Concluido,Worker-Auroria,Processado,Auroria,Magezyn,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1530,invite,Betjinha,Concluido,Worker-Tenebrium,Processado,Tenebrium,Borul,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1531,invite,Betjinha,Concluido,Worker-Tenebrium,Processado,Tenebrium,Borul,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1532,invite,Veiigaar,Concluido,Worker-Tenebrium,Processado,Tenebrium,Cachhero,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1673,invite,asdasdasd,Concluido,Worker-Belaria,Processado,Belaria,asdasdas,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1534,invite,Burroo do Lula,Concluido,Worker-Tenebrium,Processado,Tenebrium,Dioclezio,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1535,invite,Gustavin Is Back,Concluido,Worker-Tenebrium,Processado,Tenebrium,Drakon Kyogou,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1674,invite,Larry Fink,Concluido,Worker-Belaria,Processado,Belaria,Jiuston Tejas,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1537,invite,Cova Rasa,Concluido,,Processado,Tenebrium,Executive,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1538,invite,Foykannabis,Concluido,Worker-Tenebrium,Processado,Tenebrium,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1539,invite,Foykonha,Concluido,,Processado,Tenebrium,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1675,invite,sonny,Concluido,Worker-Belaria,Processado,Belaria,Guru On Belaria,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1676,invite,Deip blinders,Concluido,Worker-Belaria,Processado,Belaria,Neses ogygia,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1542,invite,Obrabo Rushmaxx,Concluido,Worker-Tenebrium,Processado,Tenebrium,Gabezord ,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1543,invite,Artheris,Concluido,Worker-Tenebrium,Processado,Tenebrium,Isaac the conqueror ,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1544,invite,Theuzinsz Tispank,Concluido,Worker-Tenebrium,Processado,Tenebrium,Legolas Lodbrok,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1545,invite,Kadima,Concluido,Worker-Tenebrium,Processado,Tenebrium,Miyukki,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1546,invite,Kadima,Concluido,Worker-Tenebrium,Processado,Tenebrium,Miyukki,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1547,invite,Debilitador Racha Cuca,Concluido,Worker-Tenebrium,Processado,Tenebrium,Mrkin Saagaz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1677,invite,Larry fink,Concluido,Worker-Belaria,Processado,Belaria,Jiuston tejas,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1549,invite,Lara Bully,Concluido,Worker-Tenebrium,Processado,Tenebrium,Nigeryan Tradeoff,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1550,invite,Lara Bully,Concluido,Worker-Tenebrium,Processado,Tenebrium,Nigeryan Tradeoff,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1551,invite,Kjsadoaks,Concluido,Worker-Tenebrium,Processado,Tenebrium,Old Mitira,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1552,invite,Kjsadoaks,Concluido,Worker-Tenebrium,Processado,Tenebrium,Old Mitira,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1553,invite,Kuurdzeras,Concluido,Worker-Tenebrium,Processado,Tenebrium,Old shukz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1554,invite,Atormentado de Tormentum ,Concluido,Worker-Tenebrium,Processado,Tenebrium,Paraiba Slowhands,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1555,invite,Miight Guy Sensei,Concluido,Worker-Tenebrium,Processado,Tenebrium,Passandin,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1556,invite,Mero Kell Leo,Concluido,Worker-Tenebrium,Processado,Tenebrium,Pega Tanke,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1557,invite,Chapoletta On Tenebrium,Concluido,Worker-Tenebrium,Processado,Tenebrium,Poderosinho,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1678,invite,Calma Belo,Concluido,Worker-Belaria,Processado,Belaria,Calma Por Favor,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1559,invite,Soldier Citizen,Concluido,Worker-Tenebrium,Processado,Tenebrium,Poncinha oz ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1560,invite,Iago Jamaicano,Concluido,Worker-Tenebrium,Processado,Tenebrium,Raafofinho,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1679,invite,Jacob Williams,Concluido,Worker-Belaria,Processado,Belaria,Orphan,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1562,invite,Druidao Atormentador,Concluido,Worker-Tenebrium,Processado,Tenebrium,Rapha karalevoiskky,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1680,invite,Carnica Lixoo,Concluido,Worker-Belaria,Processado,Belaria,Marleitinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1564,invite,Grilo Tenebrium,Concluido,Worker-Tenebrium,Processado,Tenebrium,Rettir Wi,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1565,invite,Luca Badoer,Concluido,Worker-Tenebrium,Processado,Tenebrium,Riio Sea Devil,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1566,invite,Luca Badoer,Concluido,Worker-Tenebrium,Processado,Tenebrium,Riio Sea Devil,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1567,invite,Luca Badoer,Concluido,Worker-Tenebrium,Processado,Tenebrium,Riio Sea Devil,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1681,invite,Larry Fink,Concluido,Worker-Belaria,Processado,Belaria,Jiuston tejas,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1569,invite,João Sem Carro ,Concluido,Worker-Tenebrium,Processado,Tenebrium,Shadow on nelvaz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1570,invite,Capivara Lutadora De Capoeira,Concluido,Worker-Tenebrium,Processado,Tenebrium,Soul Kriver,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1571,invite,Bera No Vesperia,Concluido,Worker-Vesperia,Processado,Vesperia,Bera Malvadao,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1682,invite,Kurama Paladim,Concluido,Worker-Belaria,Processado,Belaria,SKELTH IMPROVED,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1573,invite,Dlzin matou voltou,Concluido,Worker-Vesperia,Processado,Vesperia,Bombadao on Spectrum,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1683,invite,Bruxentossauro,Concluido,Worker-Belaria,Processado,Belaria,Bullseyesz Nikity,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1684,invite,Nossvem,Concluido,Worker-Belaria,Processado,Belaria,Smiithys,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1760,invite,Lord Shoxz Belaria,Concluido,Worker-Belaria,Processado,Belaria,Lola Palloza,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1577,invite,Druid Mavoz ,Concluido,Worker-Vesperia,Processado,Vesperia,Dioclezio,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1762,invite,Froggy Healer,Concluido,Worker-Belaria,Processado,Belaria,Chuko,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1579,invite,Drakon Kyogou,Concluido,Worker-Vesperia,Processado,Vesperia,Drakon Kyogou,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1580,invite,Riickzera Fazeroquene,Concluido,Worker-Vesperia,Processado,Vesperia,Drakon Kyogou,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1764,invite,okitecome,Concluido,Worker-Belaria,Processado,Belaria,scaomrp,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1769,invite,Baphomet Belaria,Concluido,Worker-Belaria,Processado,Belaria,Baphomet Blessings,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1583,invite,Possibilidade ,Concluido,Worker-Vesperia,Processado,Vesperia,Executive,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1772,invite,Stella Gold On Belaria,Concluido,Worker-Belaria,Processado,Belaria,Stella Pure Gold,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1585,invite,Fightter,Concluido,Worker-Vesperia,Processado,Vesperia,Foyknight,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1780,invite,Markim digdin,Concluido,Worker-Belaria,Processado,Belaria,Evil on auroria ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1587,invite,Linha direta ,Concluido,Worker-Vesperia,Processado,Vesperia,Hater,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1588,invite,Linha direta ,Concluido,Worker-Vesperia,Processado,Vesperia,Hater,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1589,invite,Linha direta ,Concluido,Worker-Vesperia,Processado,Vesperia,Hater,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1590,invite,lukinha paramax,Concluido,Worker-Vesperia,Processado,Vesperia,Meatkezin,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1591,invite,Euerrei Perdao,Concluido,Worker-Vesperia,Processado,Vesperia,Miyukki,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1592,invite,Euerrei Perdao,Concluido,Worker-Vesperia,Processado,Vesperia,Miyukki,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1593,invite,Afr Vimbuscarnb,Concluido,Worker-Vesperia,Processado,Vesperia,Nigeryan Tradeoff,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1594,invite,Afr Vimbuscarnb,Concluido,Worker-Vesperia,Processado,Vesperia,Nigeryan Tradeoff,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1595,invite,Chuvisco Sereno,Concluido,Worker-Vesperia,Processado,Vesperia,Passandin,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1596,invite,Ralma,Concluido,Worker-Vesperia,Processado,Vesperia,Queridinho Do Chefe,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1597,invite,Ralma,Concluido,Worker-Vesperia,Processado,Vesperia,Queridinho Do Chefe,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1783,invite,Spectrudo,Concluido,Worker-Belaria,Processado,Belaria,Maithare ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1599,invite,Raafofinho,Concluido,Worker-Vesperia,Processado,Vesperia,Raafofinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1600,invite,Not Rafofinho,Concluido,Worker-Vesperia,Processado,Vesperia,Raafofinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1601,invite,Mzbomba Doze,Concluido,Worker-Vesperia,Processado,Vesperia,Raafofinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1602,invite,Raafofinho,Concluido,Worker-Vesperia,Processado,Vesperia,Raafofinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1603,invite,Raafofinho,Concluido,Worker-Vesperia,Processado,Vesperia,Raafofinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1604,invite,Not Rafofinho,Concluido,Worker-Vesperia,Processado,Vesperia,Raafofinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1605,invite,Mzbomba Doze,Concluido,Worker-Vesperia,Processado,Vesperia,Raafofinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1606,invite,Raafofinho,Concluido,Worker-Vesperia,Processado,Vesperia,Raafofinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1784,invite,Calma Belo,Concluido,Worker-Belaria,Processado,Belaria,Calma Por Favor,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1804,invite,Larry Fink,Concluido,Worker-Belaria,Processado,Belaria,Jiuston tejas,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1807,invite,The Darkside,Concluido,Worker-Belaria,Processado,Belaria,Hangloose,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1610,invite,Spirit Slayer,Concluido,Worker-Vesperia,Processado,Vesperia,Spirit Slayer,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1611,invite,Spirit Scourage,Concluido,Worker-Vesperia,Processado,Vesperia,Spirit Slayer,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1612,invite,Spirit Slayer,Concluido,Worker-Vesperia,Processado,Vesperia,Spirit Slayer,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1613,invite,Thundrak Cazador Vesperia,Concluido,Worker-Vesperia,Processado,Vesperia,Thundrak,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1814,invite,Jezim Belaria,Concluido,Worker-Belaria,Processado,Belaria,Shadow Jezim,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d774,invite,Geladoo Dteach,Concluido,Worker-Belaria,Processado,Bellum,Healler Is Back,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d777,invite,Goytz,Concluido,Worker-Bellum,Processado,Bellum,Lipe Urbanpatrocina,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d787,invite,Furyzito,Concluido,Worker-Bellum,Processado,Bellum,Kyozix,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1618,invite,Pega Tanke,Concluido,Worker-Vesperia,Processado,Vesperia,Tripiida,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1619,invite,Druid Mavoz,Processando,Worker-Vesperia,Processado,Vesperia,Dioclezio,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d789,invite,Soco Nomonobola,Concluido,Worker-Bellum,Processado,Bellum,Tu Tuu,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1621,invite,Cebolas Power,Concluido,Worker-Auroria,Processado,Auroria,Yutta Tenebroso,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d809,invite,Mazao Hypelex,Concluido,Worker-Bellum,Processado,Bellum,Mazao Auroria,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1623,invite,Juzehrc,Concluido,Worker-Auroria,Processado,Auroria,Assassin Starc,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1624,invite,Islanderson,Processando,Worker-Vesperia,Processado,Vesperia,Japaum Reformed,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d810,invite,Mazao on Spectrum,Concluido,Worker-Bellum,Processado,Bellum,Mazao Auroria,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d825,invite,Guhzerah Gu,Concluido,Worker-Bellum,Processado,Bellum,Marechal Gsutavo,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d830,invite,Neutro caótico,Concluido,Worker-Bellum,Processado,Bellum,Prmukz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d832,invite,Leeo Catarina,Concluido,Worker-Bellum,Processado,Bellum,Bzika Catarina,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1629,invite,Lola Palloza,Concluido,Worker-Auroria,Processado,Auroria,Lola Palloza ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1630,invite,Syrupi,Concluido,Worker-Auroria,Processado,Auroria,Imbape,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1631,invite,Rnelchapo Auroria,Concluido,Worker-Auroria,Processado,Auroria,Rn Original,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1632,invite,Hopsiin,Concluido,Worker-Auroria,Processado,Auroria,tafa camisa dez,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1633,invite,tafa deiiz,Concluido,Worker-Auroria,Processado,Auroria,tafa camisa dez,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1634,invite,Pena Azull,Concluido,Worker-Auroria,Processado,Auroria,King Luantrs,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d846,invite,Bomba Do Coffessz,Concluido,Worker-Bellum,Processado,Bellum,Super Coffeesz,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d855,invite,Nescau com Shoyu,Concluido,Worker-Bellum,Processado,Bellum,Terror was coming,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d875,invite,Nescau com Shoyu,Concluido,Worker-Bellum,Processado,Bellum,Terror was coming,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d878,invite,Drakon Archer,Concluido,Worker-Bellum,Processado,Bellum,Ciphra,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d892,invite,kaganakama,Concluido,Worker-Bellum,Processado,Bellum,Poderosinho,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d905,invite,Zinhao,Concluido,Worker-Bellum,Processado,Bellum,Zinhao,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d908,invite,Bene Barbosa,Concluido,Worker-Bellum,Processado,Bellum,Mudano,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d922,invite,Tainha Nocilibrim,Concluido,Worker-Bellum,Processado,Bellum,Pato Nautico,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d925,invite,Juzzy,Concluido,Worker-Bellum,Processado,Bellum,vibrakripy,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d930,invite,Mc donalds ,Concluido,Worker-Bellum,Processado,Bellum,Auroria,Jon
82b9ed76-6f14-4b73-95ac-db23167127d933,invite,Juzzy,Concluido,Worker-Bellum,Processado,Bellum,Assassin Starc,Auroria
