KEY ÚNICA,Sistema,Char,Status,Worker,Status,Servidor,Mainchar:,Servidor do main:
82b9ed76-6f14-4b73-95ac-db23167127d932,aceitar,Kiing Seeker,Concluido,Worker-Bellum,Processado,Bellum,vibrakripy,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1792,invite,Sir soulrender,Concluido,Worker-Auroria,Processado,Auroria,Machuca,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d934,aceitar,Essede Notoba,Concluido,Worker-Bellum,Processado,Bellum,Guizao sereno ,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d935,aceitar,Conradao Do Ot,Concluido,Worker-Bellum,Processado,Bellum,Conradao Do Ot,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d936,aceitar,Hoopsone,Concluido,Worker-Bellum,Processado,Bellum,Imthz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d937,aceitar,Haaxii on Rubinot,Concluido,Worker-Bellum,Processado,Bellum,Garadevill,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d938,aceitar,Don abusado,Concluido,Worker-Bellum,Processado,Bellum,Don maguinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d939,aceitar,Embrulho Soco,Concluido,Worker-Bellum,Processado,Bellum,Dread verdancy,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1794,invite,Cat Black Bomb,Concluido,Worker-Auroria,Processado,Auroria,Cat Black Ofc,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d941,aceitar,Leevy Ack,Concluido,Worker-Bellum,Processado,Bellum,Sildekiinhow,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1795,invite,Thorvaum,Concluido,Worker-Auroria,Processado,Auroria,Thorvaum,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d943,aceitar,Drapsnatt,Concluido,Worker-Bellum,Processado,Bellum,Riio Sea Devil,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d944,aceitar,Vamos Vamos,Concluido,Worker-Bellum,Processado,Bellum,Baruk,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d945,aceitar,Vamos Vamos,Concluido,Worker-Bellum,Processado,Bellum,Baruk,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d946,aceitar,Domilhoo,Concluido,Worker-Bellum,Processado,Bellum,Nckzerah Exorcista,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d947,aceitar,Vamos Vamos,Concluido,Worker-Bellum,Processado,Bellum,Baruk,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d948,aceitar,Ceifador on Bellum,Concluido,Worker-Bellum,Processado,Bellum,King Nimitz ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d949,aceitar,Vitinho Tadafilado,Concluido,Worker-Bellum,Processado,Bellum,Vitinho Side,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d950,aceitar,Juuba tv,Concluido,Worker-Bellum,Processado,Bellum,Juba vimderp,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d951,aceitar,Abrakadabrah,Concluido,Worker-Bellum,Processado,Bellum,King Dinoblack,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d952,aceitar,Knightt Confusoo,Concluido,Worker-Bellum,Processado,Bellum,Rhaenyraa Targaryenn,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d953,aceitar,Tyzeum,Concluido,Worker-Bellum,Processado,Bellum,Criativo,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d954,aceitar,Don abusado,Concluido,Worker-Bellum,Processado,Bellum,Don maguinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1798,invite,sonny,Concluido,Worker-Auroria,Processado,Auroria,Sonny Kaos,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d956,aceitar,Marcelo falso,Concluido,Worker-Bellum,Processado,Bellum,Neto Psikopata,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d957,aceitar,Beritas,Concluido,Worker-Bellum,Processado,Bellum,Ash Fall,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d958,aceitar,Fujinami,Concluido,Worker-Bellum,Processado,Bellum,Leoncoelyonco,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d959,aceitar,Shadowfaxx,Concluido,Worker-Bellum,Processado,Bellum,Jiuseppe Edmundo,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d960,aceitar,Tainha Nocilibrim,Concluido,Worker-Bellum,Processado,Bellum,Pato Nautico,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1799,invite,sonny,Concluido,Worker-Auroria,Processado,Auroria,Sonny Kaos,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d962,aceitar,Itnxfarmador de Gente,Concluido,Worker-Bellum,Processado,Bellum,Brn Catarina,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d963,aceitar,Mathzera Tebusca,Concluido,Worker-Bellum,Processado,Bellum,Math Delas,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d964,aceitar,Ernest Ceelet,Concluido,Worker-Bellum,Processado,Bellum,Trevaoo Supremo,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d965,aceitar,Migalha,Concluido,Worker-Bellum,Processado,Bellum,Migalhah,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1800,invite,sonny,Concluido,Worker-Auroria,Processado,Auroria,Sonny Kaos,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1805,invite,Dracoiss,Concluido,Worker-Auroria,Processado,Auroria,Akiz,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1806,invite,Don epifanio vargas ,Concluido,Worker-Auroria,Processado,Auroria,Chucky babalao,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1813,invite,Jezim Auroria,Concluido,Worker-Auroria,Processado,Auroria,Shadow Jezim,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d970,aceitar,Jowjow Palito,Concluido,Worker-Bellum,Processado,Bellum,Doraemond,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d971,aceitar,Atropella,Concluido,Worker-Bellum,Processado,Bellum,Atropella,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d972,aceitar,Mirishi Paladino,Concluido,Worker-Bellum,Processado,Bellum,Atropella,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d973,aceitar,Babuziim,Concluido,Worker-Bellum,Processado,Bellum,Babuzim,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d974,aceitar,Tibiasprayfps,Concluido,Worker-Bellum,Processado,Bellum,The Paperx,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d975,aceitar,Mago Maguinus,Concluido,Worker-Bellum,Processado,Bellum,Netozera,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d976,aceitar,Rae sremmurd,Concluido,Worker-Bellum,Processado,Bellum,Sol cruel ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d977,aceitar,Mazao Hypelex,Concluido,Worker-Bellum,Processado,Bellum,Mazao Auroria,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d978,aceitar,Mazao on Spectrum,Concluido,Worker-Bellum,Processado,Bellum,Mazao Auroria,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1815,invite,Tex Sudden bolter,Concluido,Worker-Auroria,Processado,Auroria,Tex Sudden bolter,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d980,aceitar,Cabelim Maisumavez,Concluido,Worker-Bellum,Processado,Bellum,Lord Cabelim,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d981,aceitar,Yuri Ttk,Concluido,Worker-Bellum,Processado,Bellum,Lukao Cyrostore,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d982,aceitar,Hxnter Blessed,Concluido,Worker-Bellum,Processado,Bellum,Lukao Cyrostore,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d983,aceitar,Lukao Brucelee,Concluido,Worker-Bellum,Processado,Bellum,Lukao Cyrostore,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d984,aceitar,Lukao Bomber,Concluido,Worker-Bellum,Processado,Bellum,Lukao Cyrostore,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d985,aceitar,Big Jane,Concluido,Worker-Bellum,Processado,Bellum,Auroria,Mario Puff Pass
82b9ed76-6f14-4b73-95ac-db23167127d986,aceitar,Lukao Wartank,Concluido,Worker-Bellum,Processado,Bellum,Bellum,Lukao
82b9ed76-6f14-4b73-95ac-db23167127d987,aceitar,Druid Killer Law,Concluido,Worker-Bellum,Processado,Bellum,Bellum,Lukao
82b9ed76-6f14-4b73-95ac-db23167127d988,aceitar,Lima Healer,Concluido,Worker-Bellum,Processado,Bellum,Bellum,Mudengo
82b9ed76-6f14-4b73-95ac-db23167127d989,aceitar,Bolamasum,Concluido,Worker-Bellum,Processado,Bellum,Vesperia,Chris1703
82b9ed76-6f14-4b73-95ac-db23167127d990,aceitar,Delgadozoord,Concluido,Worker-Bellum,Processado,Bellum,Drizzy el mejor,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d991,aceitar,Loider,Concluido,Worker-Bellum,Processado,Bellum,?,?
82b9ed76-6f14-4b73-95ac-db23167127d992,aceitar,Lady Leona,Concluido,Worker-Bellum,Processado,Bellum,Vesperia,Warfang
82b9ed76-6f14-4b73-95ac-db23167127d993,aceitar,Gaucho Xp,Concluido,Worker-Bellum,Processado,Bellum,Bellum,bzk
82b9ed76-6f14-4b73-95ac-db23167127d994,aceitar,Zabt,Concluido,Worker-Bellum,Processado,Bellum,Bellum,Sodocar
82b9ed76-6f14-4b73-95ac-db23167127d995,aceitar,Zabt (MUNDO MALVERIA) ,Concluido,Worker-Bellum,Processado,Bellum,Bellum,Sodocar
82b9ed76-6f14-4b73-95ac-db23167127d996,aceitar,Vassq,Concluido,Worker-Bellum,Processado,Bellum,Bellum,Vasqqqqqqqqq
82b9ed76-6f14-4b73-95ac-db23167127d997,aceitar,King necro,Concluido,Worker-Bellum,Processado,Bellum,Bellum,Keviinhovz
82b9ed76-6f14-4b73-95ac-db23167127d998,aceitar,Lookinglds,Concluido,Worker-Bellum,Processado,Bellum,Bellum,LookingLds (malveria)
82b9ed76-6f14-4b73-95ac-db23167127d999,aceitar,Leobel,Concluido,Worker-Bellum,Processado,Bellum,Vesperia,Leodois
82b9ed76-6f14-4b73-95ac-db23167127d1000,aceitar,Cesar cura,Concluido,Worker-Bellum,Processado,Bellum,Feeh Arrogante,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1001,aceitar,Ashoka Belo,Concluido,Worker-Bellum,Processado,Bellum,Ashoka,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1002,aceitar,Anizzita,Concluido,Worker-Bellum,Processado,Bellum,Muajajaa,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1003,aceitar,Meneer,Concluido,Worker-Bellum,Processado,Bellum,Richard Bomba,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1004,aceitar,Drkzinhow Spectrum,Concluido,Worker-Bellum,Processado,Bellum,Drkzinhow,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1005,aceitar,Cesar cura,Concluido,Worker-Bellum,Processado,Bellum,Lady Cateline,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1006,aceitar,Ashoka Belo,Concluido,Worker-Bellum,Processado,Bellum,Ashoka,Belaria
82b9ed76-6f14-4b73-95ac-db23167127d1007,aceitar,Anizzita,Concluido,Worker-Bellum,Processado,Bellum,Ashoka,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1008,aceitar,Meneer,Concluido,Worker-Bellum,Processado,Bellum,King airan,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1009,aceitar,Drkzinhow Spectrum,Concluido,Worker-Bellum,Processado,Bellum,The Folshiz,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1010,aceitar,Haxixetroll,Concluido,Worker-Bellum,Processado,Bellum,Errejota fjv,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1011,aceitar,Anizzita,Concluido,Worker-Bellum,Processado,Bellum,Gitano Strikerx,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1012,aceitar,Druid Fumante Cansado,Concluido,Worker-Bellum,Processado,Bellum,Muajajaa,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1013,aceitar,Rhuanzeira,Concluido,Worker-Bellum,Processado,Bellum,Cachhero,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1014,aceitar,Sheldoon,Concluido,Worker-Bellum,Processado,Bellum,Voadora Antebrassal,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1015,aceitar,Expulso Do Inss,Concluido,Worker-Bellum,Processado,Bellum,King Luantrs,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1016,aceitar,Cheguei Rolando,Concluido,Worker-Bellum,Processado,Bellum,Kang World,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1017,aceitar,Danzss,Concluido,Worker-Bellum,Processado,Bellum,Kruzy,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1018,aceitar,Colyzaoo,Concluido,Worker-Bellum,Processado,Bellum,Nando Wrathbow,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1019,aceitar,Gaucho Xp,Concluido,Worker-Bellum,Processado,Bellum,Taco palitos,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1020,aceitar,Babuziim,Concluido,Worker-Belaria,Processado,Bellum,Bellum,Babuzim
82b9ed76-6f14-4b73-95ac-db23167127d1021,aceitar,Duzeek Bombed,Concluido,Worker-Bellum,Processado,Bellum,Duuzek,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1022,aceitar,Ddois Boladao,Concluido,Worker-Bellum,Processado,Bellum,Back Magonifico,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1023,aceitar,Pitico Knabis,Concluido,Worker-Bellum,Processado,Bellum,kim toxica,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1024,aceitar,Lililiilillili,Concluido,Worker-Bellum,Processado,Bellum,kim toxica,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1025,aceitar,Anizzita,Concluido,Worker-Bellum,Processado,Bellum,Muajajaa,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1026,aceitar,Dakyz Spectrum,Concluido,Worker-Bellum,Processado,Bellum,Yutta tenebroso,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1027,aceitar,Bene Barbosa,Concluido,Worker-Bellum,Processado,Bellum,Mudano,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1028,aceitar,Jaliim rabeii,Concluido,Worker-Bellum,Processado,Bellum,Joaovisk motivadi,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1029,aceitar,Woxago,Concluido,Worker-Bellum,Processado,Bellum,Enzo Shellpatrocina,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1030,invite,Lord Shoxz,Concluido,Worker-Auroria,Processado,Auroria,Lola Palloza,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1031,invite,Gubstavo,Concluido,Worker-Auroria,Processado,Auroria,Meatkezin,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1032,invite,Jaja theking,Concluido,Worker-Auroria,Processado,Auroria,Miyukki,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1033,invite,Meu Querido Paladino,Concluido,Worker-Auroria,Processado,Auroria,Mudengo,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1034,invite,Meu Querido Paladino,Concluido,Worker-Auroria,Processado,Auroria,Mudengo,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1035,invite,Holly Lipes Auroria,Concluido,Worker-Auroria,Processado,Auroria,Old Outlaw,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1036,invite,Eta Ferro,Concluido,Worker-Auroria,Processado,Auroria,Old Toze,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1037,invite,Meta Eh Meta,Concluido,Worker-Auroria,Processado,Auroria,Ottinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1038,invite,Livia Cavic,Concluido,Worker-Auroria,Processado,Auroria,Queridinho Do Chefe,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1039,invite,Aii Kokx,Concluido,Worker-Auroria,Processado,Auroria,Queridinho Do Chefe,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1040,invite,Livia Cavic,Concluido,Worker-Auroria,Processado,Auroria,Queridinho Do Chefe,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1041,invite,Dangrswithe,Concluido,Worker-Auroria,Processado,Auroria,Raafofinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1042,invite,Dangrswithe,Concluido,Worker-Auroria,Processado,Auroria,Raafofinho,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1043,invite,Renanzera El Brabo,Concluido,Worker-Auroria,Processado,Auroria,Renanzera Quintus,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1044,invite,Renanzera El Brabo,Concluido,Worker-Auroria,Processado,Auroria,Renanzera Quintus,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1045,invite,Ivonet Da Marquinhadfita,Concluido,Worker-Auroria,Processado,Auroria,Royal Solution,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1046,invite,Ivonet Da Marquinhadfita,Concluido,Worker-Auroria,Processado,Auroria,Royal Solution,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1047,invite,Killinginthenm,Concluido,Worker-Auroria,Processado,Auroria,Tafa camisa dez,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1048,invite,Lodi,Concluido,Worker-Auroria,Processado,Auroria,Takakura Nonubi,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1049,invite,Lodi,Concluido,Worker-Auroria,Processado,Auroria,Takakura Nonubi,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1050,aceitar,Felipinhu,Concluido,Worker-Bellum,Processado,Felipinhu,Felipinhu,Felipinhu
82b9ed76-6f14-4b73-95ac-db23167127d1051,aceitar,Gpsorce,Concluido,Worker-Bellum,Processado,Gpsorce,Gpsorce,Gpsorce
82b9ed76-6f14-4b73-95ac-db23167127d1052,aceitar,Taco palitos,Concluido,Worker-Bellum,Processado,Taco palitos,Taco palitos,Taco palitos
82b9ed76-6f14-4b73-95ac-db23167127d1053,aceitar,Ksfsda,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1817,invite,Voiisz,Concluido,Worker-Auroria,Processado,Auroria,Oliveira opressor,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1055,aceitar,Lukao incrivel,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1056,aceitar,Thzin Returns,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1057,aceitar,Wattafak,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1058,aceitar,Anao Miratorta,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1059,aceitar,Dalva Umolho so,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1060,aceitar,Baikeronato,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1061,aceitar,Squilao Banco,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1062,aceitar,Hiper fisker,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1063,aceitar,Jaozito On Rubinot,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1064,aceitar,Thzin Returns,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1065,aceitar,Galadriiel Tenebrium,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1066,aceitar,Eo Druidas Bebe,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1067,aceitar,Tormentum Monkofobico,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1068,aceitar,Hunter Maker,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1069,aceitar,Berenice Fragata,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1070,aceitar,Bosta Likida,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1071,aceitar,Zoro Imortal,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1072,aceitar,Marcelo Bomball,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1073,aceitar,Escrava do Kibix,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1074,aceitar,Biel Destroyer,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1075,aceitar,Green Meta,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1076,aceitar,Peba Pedreiro,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1077,aceitar,Crackzeveinha,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1078,aceitar,Futebor,Concluido,Worker-Te,Processado,Tenebrium,Attax,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1079,aceitar,Futebor,Concluido,Worker-Te,Processado,Tenebrium,Attax,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1080,aceitar,Majin coveiro da Battlestorm ,Concluido,Worker-Te,Processado,Tenebrium,Majin Ingrato ,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1081,aceitar,Sra Tenebrium,Concluido,Worker-Te,Processado,Tenebrium,Blavatsky Frd,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1820,invite,Bolota Auroria,Concluido,Worker-Auroria,Processado,Auroria,Mila Queen,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1083,aceitar,Geladoo Dpvpltdo,Concluido,Worker-Te,Processado,Tenebrium,Healler Is Back,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1084,aceitar,SEM Mana Pai,Concluido,Worker-Te,Processado,Tenebrium,Candelito,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1085,aceitar,Grilo tenebrium,Concluido,Worker-Te,Processado,Tenebrium,Alta mira,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1086,aceitar,Trakmas Healer,Concluido,Worker-Te,Processado,Tenebrium,Demonarkk,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1087,aceitar,Bernadex,Concluido,Worker-Tenebrium,Processado,Tenebrium,Militao Return,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1088,aceitar,Joga estrume,Concluido,Worker-Tenebrium,Processado,Tenebrium,Oknight asso ,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1089,aceitar,Ramonzeraah Esmagador,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1090,aceitar,Berenice Fragata,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1091,aceitar,Hunter Maker,Concluido,Worker-Te,Processado,Tenebrium,?,?
82b9ed76-6f14-4b73-95ac-db23167127d1092,aceitar,STORWOZIN,Concluido,Worker-Te,Processado,Tenebrium,istorwo,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1093,aceitar,Waissa,Concluido,Worker-Tenebrium,Processado,Tenebrium,Tefim Catarina,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1094,aceitar,Hunter Maker,Concluido,Worker-Tenebrium,Processado,Tenebrium,Er Rafazs,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1095,aceitar,trollx,Concluido,Worker-Tenebrium,Processado,Tenebrium,Lord Cuscuz,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1096,aceitar,Skol Boladao,Concluido,Worker-Tenebrium,Processado,Tenebrium,Lady Blum,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1097,aceitar,Bombzenho,Concluido,Worker-Tenebrium,Processado,Tenebrium,nagatox,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1098,aceitar,Onjjacktaobeck,Concluido,Worker-Tenebrium,Processado,Tenebrium,Kyozix,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1099,aceitar,Drkzinhow Show,Concluido,Worker-T,Processado,Tenebrium,Drkzinhow,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1100,aceitar,MAGO ZERO,Concluido,Worker-T,Processado,Tenebrium,Duvel Endless,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1101,aceitar,Thzikka,Concluido,Worker-T,Processado,Tenebrium,Don Matteo,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1102,aceitar,Drkzinhow Show,Concluido,Worker-T,Processado,Tenebrium,Drkzinhow,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1103,aceitar,Pedronis On Tenebrium,Concluido,Worker-T,Processado,Tenebrium,Pedronis Opressor,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1104,aceitar,Fohuke On Tenebrium,Concluido,Worker-T,Processado,Tenebrium,Fohuke On Belaria,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1105,aceitar,Zoyo,Concluido,Worker-T,Processado,Tenebrium,last shelby,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1106,aceitar,Babuuzin,Concluido,Worker-T,Processado,Tenebrium,Babuzim,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1107,aceitar,Esider del toro,Concluido,Worker-Tenebrium,Processado,Tenebrium,Sharod jiutimorr,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1108,aceitar,Mazao da Temakeria,Concluido,Worker-Tenebrium,Processado,Tenebrium,Mazao Auroria,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1109,aceitar,Mvbombx,Concluido,Worker-Tenebrium,Processado,Tenebrium,Nordeste Jebcruzado,Auroria
82b9ed76-6f14-4b73-95ac-db23167127d1110,aceitar,To aki vola,Concluido,Worker-T,Processado,Tenebrium,sub comander,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1111,aceitar,Tenbomba Catarina,Concluido,Worker-Tenebrium,Processado,Tenebrium,Ceifador Catarina,Vesperia
82b9ed76-6f14-4b73-95ac-db23167127d1112,aceitar,Shooterzin Perigoso,Concluido,Worker-T,Processado,Tenebrium,Holyzera Destroyer,Tenebrium
82b9ed76-6f14-4b73-95ac-db23167127d1113,aceitar,Sdmax tormentum,Concluido,Worker-Tenebrium,Processado,Tenebrium,Abadia,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1114,aceitar,Paocpao,Concluido,Worker-T,Processado,Tenebrium,Abadia,Bellum
82b9ed76-6f14-4b73-95ac-db23167127d1115,aceitar,Dura Pouco,Concluido,Worker-T,Processado,Tenebrium,Heyhugo,Bellum
